zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,companyOfficers,website,maxAge,address1,fax,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,preMarketPrice,logo_url,address2,err,quoteSourceName,averageDailyVolume3Month,regularMarketTime,regularMarketChange,currencySymbol,exchangeDataDelayedBy,postMarketChange,postMarketPrice,exchangeName,preMarketChange,regularMarketSource,marketState,underlyingSymbol,preMarketSource,regularMarketChangePercent,preferredPosition,bondPosition,convertiblePosition,sectorWeightings,holdings,bondHoldings,bondRatings,equityHoldings,otherPosition,cashPosition,stockPosition,underlyingExchangeSymbol,headSymbol,uuid,postMarketTime,postMarketSource,postMarketChangePercent,preMarketTime,preMarketChangePercent
20910,Healthcare,950,"United Therapeutics Corporation, a biotechnology company, engages in the development and commercialization of products to address the unmet medical needs of patients with chronic and life-threatening diseases in the United States and internationally. Its commercial therapies include Remodulin, an infused formulation of the prostacyclin analogue treprostinil for subcutaneous and intravenous administration to diminish symptoms associated with exercise in pulmonary arterial hypertension (PAH) patients; Tyvaso, an inhaled formulation of treprostinil to enhance the exercise ability in PAH patients; Orenitram, a tablet dosage form of treprostinil to enhance the exercise capacity in PAH patients; Unituxin, a monoclonal antibody for treating high-risk neuroblastoma; and Adcirca, an oral PDE-5 inhibitor to enhance the exercise ability in PAH patients. The company also engages in developing OreniPro, RemoPro, Tyvaso DPI, Trevyent, Ralinepag, and Aurora-GT to treat PAH; Unexisome to treat bronchopulmonary dysplasia; and the research and development of various organ transplantation-related technologies, including regenerative medicine, xenotransplantation, and ex-vivo lung perfusion, as well as the development of medicine for other diseases. It has licensing and collaboration agreements with Medtronic, Inc. to develop and commercialize the implantable system for Remodulin; Caremark, L.L.C. to provide refills of implanted pumps at its infusion centers; DEKA Research & Development Corp. to develop a semi-disposable system for the subcutaneous delivery of Remodulin; MannKind Corporation to develop and license treprostinil inhalation powder and Dreamboat devices; and Arena Pharmaceuticals, Inc. to develop ralinepag for the treatment of PAH. The company was incorporated in 1996 and is headquartered in Silver Spring, Maryland.",Silver Spring,301 608 9292,MD,United States,[],http://www.unither.com,1,1040 Spring Street,,Biotechnology,0.39067,0.29604998,0.92519,615100032,0.233,0.35936,621400000,130,buy,1375200000,530275008,235,191.34,0.515,7.443,0.07883,9,231.89,21.981,0.13987,276,1967500032,800000000,1590599936,43.828,USD,35.704,6.875,1.7,NMS,United Therapeutics Corporation,United Therapeutics Corporation,America/New_York,EDT,TRUE,-14400000,EQUITY,UTHR,finmb_36018,us_market,,4.666,,11.944,0.54789305,,16.08,,44923500,,,,81.075,2355431,0.052399997,,1609372800,0.98083997,470900000,10.249,,0.34040964,2.360037,0.0186,1672444800,,1625011200,7.7,1630368000,37983615,0.492358,7422044160,2,,1253664000,2:01,,,,0.612,5.3886642,1632960000,10.71,,12.646398,,0.053400002,3237743,,,,191.01,191.7,193.24486,,0,,193.19,,354900,191.01,195.48647,,191.7,,354900,,,,,,,190.21,USD,21.321596,418505,,,,8571209216,,,359323,190.21,0,1100,418505,216.9,,,121.48,0,FALSE,,900,193.19,191.34,,https://logo.clearbit.com/unither.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440c9b7e-c029-3b01-95aa-6591f5b5d37d,,,,,
85032,Consumer Defensive,1575,"Universal Technical Institute, Inc. provides postsecondary education for students seeking careers as professional automotive, diesel, collision repair, motorcycle, and marine technicians in the United States. It offers certificate, diploma, or degree programs; and specialized technical education programs under various brands, such as Universal Technical Institute, Motorcycle Mechanics Institute and Marine Mechanics Institute, and NASCAR Technical Institute. The company also provides manufacturer specific advanced training programs, including student paid electives at its campuses; and manufacturer or dealer sponsored training at various campuses and dedicated training centers, as well as offers programs for welding and computer numeric control machining. As of November 18, 2020, it operated 12 campuses. Universal Technical Institute, Inc. was founded in 1965 and is headquartered in Phoenix, Arizona.",Phoenix,623 445 9500,AZ,United States,[],http://www.uti.edu,1,4225 East Windrose Drive,,Education & Training Services,0.01668,-0.02558,0.593,17662000,-0.061,-0.02815,4749000,9,buy,182571000,-13246750,9,6.74,,1.142,-0.011469999,5,10,90.615,-0.040289998,12,78467000,159896992,284644000,2.391,USD,8.715,0.856,1.7,NYQ,Universal Technical Institute I,"Universal Technical Institute, Inc.",America/New_York,EDT,FALSE,-14400000,EQUITY,UTI,finmb_36048,us_market,,1.276,,76.489,,,0.49,,32813800,,,,3.279,1355143,0.041300002,,1601424000,0.78151,-8338000,-0.255,,,2.0555046,0.11695,1664496000,,1617148800,12.69,1620950400,26115883,0.98913,363244864,2,,,,,,,,0.77698815,1623715200,2.46,,13.755101,,0.0423,1387489,,,,6.72,6.78,6.2939854,0,0,,6.79,,33980,6.72,6.8285294,0,6.78,,33980,,,,1458172800,,,6.66,USD,,24811,,,,221165008,,,68982,6.66,0,900,24811,7.35,,,4.47,6.71,FALSE,,3000,6.79,6.74,,https://logo.clearbit.com/uti.edu,Suite 200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,da27879e-3055-3b04-b126-a78b69684334,,,,,
03842-1720,Utilities,510,"Unitil Corporation, a public utility holding company, engages in the distribution of electricity and natural gas. It operates through three segments: Utility Gas Operations, Utility Electric Operations, and Non-Regulated. The company distributes electricity in the southeastern seacoast and state capital regions of New Hampshire, and the greater Fitchburg area of north central Massachusetts; and distributes natural gas in southeastern New Hampshire and portions of southern and central Maine, including the city of Portland and the Lewiston-Auburn area, as well as the greater Fitchburg area of north central Massachusetts. It also operates 86 miles of interstate underground natural gas transmission pipeline that provides interstate natural gas pipeline access and transportation services primarily in Maine and New Hampshire. In addition, the company provides energy brokering and advisory services to commercial and industrial customers; and real estate management services. It serves approximately 107,100 electric customers and 85,600 natural gas customers. Unitil Corporation was founded in 1984 and is headquartered in Hampton, New Hampshire.",Hampton,603-772-0775,NH,United States,[],http://www.unitil.com,1,6 Liberty Lane West,,Utilities—Diversified,0.30221,0.080740005,0.35888,101800000,0.151,0.17212,132883000,48,hold,149800000,-14760625,51,42.03,-0.133,0.857,0.03306,3,53.67,139.546,0.090270005,62,5000000,559299968,439700000,0.332,USD,29.35,0.487,2.7,NYQ,UNITIL Corporation,Unitil Corporation,America/New_York,EDT,FALSE,-14400000,EQUITY,UTL,finmb_311144,us_market,,2.746,,9.087,,,2.63,,15042700,,,,26.799,225789,0.014099999,,1609372800,0.73634005,35489000,2.392,,,1.5683421,0.01914,1672444800,,1625011200,3.67,1628812800,14759610,0.605291,1207560064,2,,724291200,2:01,,,,-0.129,1.4379001,1631664000,3.2,,15.980988,,0.014500001,189388,,,,42.49,42.63,51.041813,0.035537772,0.6398,,42.9555,,53080,42.49,45.00765,1.51,42.63,,53080,,,1.52,1628726400,,,41.99,USD,17.57107,55033,,,,632244672,,,73323,41.99,0,900,55033,59.32,,2.99,32.8,0,FALSE,0.035,900,42.9555,42.03,,https://logo.clearbit.com/unitil.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125931ea-78b6-308c-9dc8-bd6823c60aef,,,,,
94128,Financial Services,20500,"Visa Inc. operates as a payments technology company worldwide. The company facilitates digital payments among consumers, merchants, financial institutions, businesses, strategic partners, and government entities. It operates VisaNet, a transaction processing network that enables authorization, clearing, and settlement of payment transactions. In addition, the company offers card products, platforms, and value-added services. It provides its services under the Visa, Visa Electron, Interlink, VPAY, and PLUS brands. The company was founded in 1958 and is headquartered in San Francisco, California.",San Francisco,650 432 3200,CA,United States,[],http://usa.visa.com,1,PO Box 8999,,Credit Services,0.68292,0.47971,0.96781,13351999488,0.267,0.64768,15466000384,202,buy,21119000000,10018374656,280.1,233.88,0.1,2,0.1142,40,278.05,55.56,0.29637,309,19239999488,20995999744,22646999040,9.048,USD,10.623,1.623,1.8,NYQ,Visa Inc.,Visa Inc.,America/New_York,EDT,TRUE,-14400000,EQUITY,V,finmb_38043467,us_market,,21.23,,31.088,,,7.05,,1691810048,,,,16.084,25104183,0.0118,,1601424000,0.96686,10565000192,4.838,,,14.54116,0.00126,1664496000,,1625011200,3.72,1627603200,1685687816,0.97762,4.80805E+11,2,,1426723200,4:01,,,,0.085,22.723652,1630368000,1.95,,33.17447,,0.0149,27079994,,,,231.23,233.45,231.64659,0.00544912,0.2545,,234.86,,5032180,231.23,226.60059,1.26,233.45,,5032180,,,1.28,1628726400,,,232.29,USD,48.342293,4721237,,,,5.14623E+11,,,7114176,232.29,0,900,4721237,252.67,,0.61,179.23,0,FALSE,0.0057,1000,234.86,233.88,,https://logo.clearbit.com/usa.visa.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5206560a-306a-3e08-9a43-7fd258eb57ce,,,,,
32821,Consumer Cyclical,18000,"Marriott Vacations Worldwide Corporation, a vacation company, develops, markets, sells, and manages vacation ownership and related products. It operates through two segments, Vacation Ownership and Exchange & Third-Party Management. The company manages vacation ownership and related products under the Marriott Vacation Club, Grand Residences by Marriott, Sheraton Vacation Club, Westin Vacation Club, Hyatt Residence Club, and Marriott Vacation Club Pulse brands. It also develops, markets, and sells vacation ownership and related products under The Ritz-Carlton Destination Club brand; and holds right to develop, market, and sell ownership residential products under The Ritz-Carlton Residences brand. As of December 31, 2020, the company operated approximately 100 properties in the United States and 12 other countries and territories. The company sells its upscale tier vacation ownership products primarily through a network of resort-based sales centers and off-site sales locations. Marriott Vacations Worldwide Corporation was founded in 1984 and is headquartered in Orlando, Florida.",Orlando,407-206-6000,FL,United States,[],http://www.marriottvacationsworldwide.com,1,6649 Westwood Boulevard,,Resorts & Casinos,0.08514,-0.11896,0.37983,361000000,-0.272,0.00543,141000000,146,buy,729000000,330624992,199,154.7,,6.115,0.0006,6,191.67,172.389,-0.06388,215,643000000,4720000000,1656000000,15.06,USD,40.121,1.303,1.7,NYQ,Marriott Vacations Worldwide Co,Marriott Vacations Worldwide Corporation,America/New_York,EDT,FALSE,-14400000,EQUITY,VAC,finmb_127149531,us_market,,6.611,,77.642,,,9.99,,42695200,,,,65.637,2723813,0.0638,,1609372800,0.83456004,-197000000,-4.773,,,2.3569024,0.06626,1672444800,,1617148800,7.01,1619740800,40632128,2.6,10947472384,2,,1278633600,1:02,,,,,3.9884949,1622160000,2.68,,15.485485,,0.0774,2451761,,,,155.58,155.01,160.57544,0,0,,156.97,,193840,155.58,157.16382,0,155.01,,193840,,,,1582675200,,,154.24,USD,,246392,,,,6604947456,,,322098,154.24,0,900,246392,190.97,,,91.61,0,FALSE,,1000,156.97,154.7,,https://logo.clearbit.com/marriottvacationsworldwide.com,Suite 500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d75135d7-fca0-37e1-ab68-dd4a363ca8be,,,,,
48111,Consumer Cyclical,10000,"Visteon Corporation engineers, designs, and manufactures automotive electronics and connected car solutions for vehicle manufacturers worldwide. The company provides instrument clusters, including standard analog gauge clusters to high-resolution, all-digital, fully reconfigurable, 2-D, and 3-D display-based devices; information displays that integrate a range of user interface technologies and graphics management capabilities, such as 3-D, dual view, cameras, optics, haptic feedback, light effects, and dual displays; and Phoenix, a display audio and embedded infotainment platform, as well as onboard artificial intelligence based voice assistant. It also offers wired and wireless battery management systems; telematics control unit to enable secure connected car services, software updates, and data, as well as hands-free telephone unit; and head-up displays (HUD), such as combiner HUD and windshield HUD that present critical information to the driver. In addition, the company provides SmartCore, an automotive-grade, integrated domain controller to enhance efficiency, and reduce power consumption and cost; and DriveCore, a platform for addressing multiple levels of vehicle automation. Visteon Corporation was incorporated in 2000 and is headquartered in Van Buren, Michigan.",Van Buren,800 847 8366,MI,United States,[],http://www.visteon.com,1,One Village Center Drive,,Auto Parts,0.07612,0.010030001,0.102419995,182000000,0.644,0.04152,220000000,75,hold,245000000,185250000,119,102.3,,1.648,0.033770002,15,119.6,106.365,0.07958,156,466000000,518000000,2889999872,16.652,USD,103.584,1.319,2.7,NMS,Visteon Corporation,Visteon Corporation,America/New_York,EDT,FALSE,-14400000,EQUITY,VC,finmb_245507,us_market,,1.041,,13.672,0.20921087,,4.85,,27984300,,,,14.071,1238023,0.0442,,1609372800,1.06302,29000000,1.035,43.4,0.34040964,7.2702723,0.00723,1672444800,,1625011200,5.77,1630368000,27751494,2.003703,3007796224,2,,,,,1453680000,,,1.0118886,1632960000,0.88,,21.092785,,0.0514,1296072,,,,104.5,105.34,112.41275,,0,,105.84,,211120,104.5,100.90324,,105.34,,211120,,,,1453680000,,,101.715,USD,98.84058,426274,,,,2924358144,,,215709,101.715,0,3000,426274,147.55,,,82.3,0,FALSE,,1100,105.84,102.3,,https://logo.clearbit.com/visteon.com,Van Buren Township,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95126,Technology,688,"Vocera Communications, Inc. provides secure, integrated, and intelligent communication and workflow solutions that empowers mobile workers in healthcare, hospitality, retail, energy, education, and other mission-critical mobile work environments in the United States and internationally. The company's communication solution integrates with other clinical systems, including electronic health records, nurse call systems, and patient monitoring, as well as to provide critical data, alerts, alarms, and clinical context that enable workflow. It also offers Vocera Communication and Workflow System, a software platform, which connects communication devices, such as hands-free, wearable, and voice-controlled Smartbadge and badges, as well as third-party mobile devices; and Vocera Care Experience, a hosted software suite that coordinates and streamlines provider-to-patient and provider-to-provider communication and clinical rounding to enhance quality of care, patient and staff experience, reduce care provider's risk, and improve reimbursements, as well as Vocera Ease, a cloud-based communication platform and mobile application to enhance the patient experience by enabling friends and family members to receive timely updates about the progress of their loved one in the hospital. In addition, the company provides professional, software maintenance, and technical support services; and classroom training, distance learning, or customized courseware for systems administrators, IT and industry-specific professionals, and end-user educators. As of December 31, 2020, the company provided its solutions to approximately 1,900 healthcare facilities, including large hospital systems, small and medium-sized local hospitals, clinics, surgery centers, and aged-care facilities. It sells its products through direct sales force, resellers, and distributors. The company was incorporated in 2000 and is headquartered in San Jose, California.",San Jose,408 882 5100,CA,United States,[],http://www.vocera.com,1,525 Race Street,408 882 5101,Communication Equipment,0.03765,-0.03304,0.65749,32217000,0.197,0.00344,7771000,34,buy,128617000,31494750,50,49.77,,4.836,0.00106,12,48.25,163.247,-0.044689998,55,315118016,240019008,206415008,9.169,USD,6.341,4.61,1.9,NYQ,"Vocera Communications, Inc.","Vocera Communications, Inc.",America/New_York,EDT,FALSE,-14400000,EQUITY,VCRA,finmb_764190,us_market,,6.088,,161.705,,,0.78,,34366600,,,,4.307,3854461,0.1122,,1609372800,1.10378,-6819000,-0.209,,,11.555607,0.01165,1672444800,,1617148800,15.24,1619740800,33705436,0.132065,1256608640,2,,,,,,,,8.286344,1622160000,4.61,,63.807693,,0.1345,3854062,,,,49.64,49.52,41.54,,0,,50.0018,,137540,49.64,47.080296,,49.52,,137540,,,,,,,49,USD,,146579,,,,1710425728,,,259184,49,49.64,900,146579,55.6,,,31.31,49.59,FALSE,,800,50.0018,49.77,,https://logo.clearbit.com/vocera.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,be81a46f-2a45-33cd-8cf7-94cc3354a75c,,,,,
11803,Technology,993,"Veeco Instruments Inc., together with its subsidiaries, develops, manufactures, sells, and supports semiconductor and thin film process equipment primarily to make electronic devices worldwide. The company offers laser annealing, ion beam deposition and etch, metal organic chemical vapor deposition, single wafer wet processing and surface preparation, molecular beam epitaxy, and atomic layer deposition and other deposition systems, as well as packaging lithography equipment. Its process equipment systems are used in the production of a range of microelectronic components, including logic, dynamic random-access memory, photonics devices, power electronics, radio frequency filters and amplifiers, thin film magnetic heads, and other semiconductor devices. The company markets and sells its products to integrated device manufacturers and foundries; outsourced semiconductor assembly and test, hard disk drive, and photonics manufacturers; and research centers and universities. Veeco Instruments Inc. was founded in 1945 and is headquartered in Plainview, New York.",Plainview,516 677 0200,NY,United States,[],http://www.veeco.com,1,1 Terminal Drive,,Semiconductor Equipment & Materials,0.119969994,-0.011030001,0.41954,55902000,0.28,0.058330003,57990000,27,buy,194300000,38421876,29,22.51,,3.776,0.01982,6,29.17,87.384,-0.0135,32,326875008,360424992,483375008,6.514,USD,9.953,2.657,1.7,NMS,Veeco Instruments Inc.,Veeco Instruments Inc.,America/New_York,EDT,FALSE,-14400000,EQUITY,VECO,finmb_338943,us_market,,2.546,,21.226,,,1.54,,50182600,,,,8.219,3437129,0.0685,,1609372800,1.04557,-5330000,-0.11,,,2.738776,0.01871,1672444800,,1617148800,11.53,1620950400,49242689,1.421739,1230907008,2,,,,,,,,2.3369234,1623715200,0.2,,14.616883,,0.094,3687406,,,,22.78,22.84,22.671667,,0,,23.01,,327380,22.78,22.710882,,22.84,,327380,,,,,,,22.45,USD,,350790,,,,1129610368,,,282379,22.45,0,800,350790,25.7,,,12.25,0,FALSE,,1800,23.01,22.51,,https://logo.clearbit.com/veeco.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50383e13-3987-3b3d-bec7-24cfe83f7610,,,,,
94588,Healthcare,4506,"Veeva Systems Inc. provides cloud-based software for the life sciences industry in North America, Europe, the Asia Pacific, the Middle East, Africa, and Latin America. The company offers Veeva Commercial Cloud, a suite of software, data, and analytics solutions, which include Veeva customer relationship management (CRM) and Veeva Medical CRM, Veeva CLM, Veeva CRM Approved Email, Veeva CRM Engage, Veeva Align, Veeva CRM Events Management, Veeva Nitro, Veeva Andi, Veeva OpenData, Veeva Link, Veeva Network Customer Master, Veeva Crossix, Veeva Data Cloud, and MyVeeva for Doctors; and Veeva Vault, a cloud-based enterprise content and data management applications for managing commercial functions, including sales and marketing, and medical content and communications, as well as research and development functions, such as clinical, regulatory, quality, and safety. It also provides professional and support services in the areas of implementation and deployment planning and project management; requirements analysis, solution design, and configuration; systems environment management and deployment services; services focused on advancing or transforming business and operating processes related to Veeva solutions; technical consulting services related to data migration and systems integrations; training on its solutions; and ongoing managed services that include outsourced systems administration. The company was formerly known as Verticals onDemand, Inc. and changed its name to Veeva Systems Inc. in April 2009. Veeva Systems Inc. was incorporated in 2007 and is headquartered in Pleasanton, California.",Pleasanton,925 452 6500,CA,United States,[],http://www.veeva.com,1,4280 Hacienda Drive,925 452 6504,Health Information Services,0.28915,0.25507,0.72642,761203968,0.288,0.27246,480985984,296,buy,1056141000,615573248,350,321.65,0.155,3.97,0.096549995,21,344.33,2.242,0.18541001,400,2263515904,58735000,1663447040,14.754,USD,10.939,3.92,2,NYQ,Veeva Systems Inc.,Veeva Systems Inc.,America/New_York,EDT,FALSE,-14400000,EQUITY,VEEV,finmb_33414482,us_market,,26.337,,91.083,,,4.04,,138152992,,,,16.001,1404162,0.0092,,1612051200,0.89559996,424302016,2.53,,,20.10187,0.00765,1675123200,,1627689600,1.61,1628812800,137604926,0.719978,43809787904,2,,,,,,,0.164,29.56896,1631664000,4.94,,79.61633,,0.010199999,1737646,,,,320.56,321,299.5471,,0,,325.38,,688400,320.56,298.8256,,321,,688400,,,,,,,316.87,USD,127.134384,875655,,,,49186398208,,,742995,316.87,0,900,875655,343.96,,,235.74,0,FALSE,,800,325.38,321.65,,https://logo.clearbit.com/veeva.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38725181-3bab-3f29-b300-40cf48420d49,,,,,
80202,Consumer Cyclical,27200,"V.F. Corporation, together with its subsidiaries, engages in the design, production, procurement, marketing, and distribution of branded lifestyle apparel, footwear, and related products for men, women, and children in the Americas, Europe, and the Asia-Pacific. It operates through three segments: Outdoor, Active, and Work. The company offers outdoor, merino wool and other natural fibers-based, lifestyle, and casual apparel; equipment; accessories; outdoor lifestyle, performance-based, youth culture/action sports-inspired, streetwear, and protective work footwear; handbags, luggage, backpacks, totes, and travel accessories; and work and work-inspired lifestyle apparel and footwear. It provides its products under the North Face, Timberland, Smartwool, Icebreaker, Altra, Vans, Supreme, Kipling, Napapijri, Eastpak, JanSport, Eagle Creek, Dickies, and Timberland PRO brand names. The company sells its products primarily to specialty stores, department stores, national chains, and mass merchants, as well as sells through direct-to-consumer operations, including retail stores, concession retail stores, and e-commerce sites, and other digital platforms. V.F. Corporation was founded in 1899 and is headquartered in Denver, Colorado.",Denver,720 778 4000,CO,United States,[],http://www.vfc.com,1,1551 Wewatta Street,,Apparel Manufacturing,0.13114001,0.09826,0.53905,1397421056,1.039,0.10553,1358200064,75,buy,4911950000,1729856896,98,70.73,,1.486,0.05249,21,96.14,211.609,0.2543,111,1873731968,6928146944,10357094400,4.772,USD,26.535,0.981,2.2,NYQ,V.F. Corporation,V.F. Corporation,America/New_York,EDT,TRUE,-14400000,EQUITY,VFC,finmb_191328,us_market,,3.066,,23.379,,,3.68,,392356000,,,,7.798,8771661,0.0223,,1617408000,0.8613,786620032,1.045,,,9.070275,0.00228,1680480000,,1625270400,4,1628812800,391527460,1.475132,31753840640,2,,1558569600,1062:1000,,,,,2.6794524,1631664000,0.48,,19.22011,,0.0249,6573338,,,,70.74,70.91,78.860214,0.027424373,0.97010005,,71.31,,3031780,70.74,69.926765,1.94,70.91,,3031780,,,1.96,1631145600,,,69.6,USD,67.68422,3671584,,,,27751342080,,,2774000,69.6,0,1100,3671584,90.79,,2.51,65.34,0,FALSE,0.028800001,1100,71.31,70.73,,https://logo.clearbit.com/vfc.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4ed08eb7-9730-3e70-8326-3d82c893dbab,,,,,
7733,Communication Services,2198,"Vonage Holdings Corp. primarily operates as a business-to-business cloud communications company in the United States, Canada, the United Kingdom, the European Union, and Asia. It operates in two segments, Vonage Communications Platform and Consumer. The Vonage Communications Platform segment offers programmable, embeddable, and customizable application program interfaces that enable software developers to build communications capabilities, such as messaging and voice calling within their applications; and Vonage Contact Center, a cloud contact center solution. This segment also provides Vonage Business Communications, a cloud-native proprietary technology platform that delivers integrated unified communication services; and Vonage Business Enterprise, a cloud based platform for mid-market and enterprise customers that provides unified communication and collaboration services, including voice, data, video, mobile, and contact center services. The Consumer segment provides home telephone services through various service plans with basic features, including voicemail, call waiting, call forwarding, simulring, visual voicemail, and extensions, as well as area code selection, virtual phone number, and Web-enabled voicemail. In addition, the company provides procured high-speed broadband Internet services and Vonage-enabled devices. Vonage Holdings Corp. was incorporated in 2000 and is headquartered in Holmdel, New Jersey.",Holmdel,732-528-2600,NJ,United States,[],http://www.vonage.com,1,23 Main Street,,Telecom Services,0.0979,-0.01942,0.56388,134598000,0.122,0.025729999,122681000,12,buy,694411000,122543000,18.5,16,,0.823,0.01464,12,17.83,83.413,-0.04176,21,39977000,515537984,1253116032,0.159,USD,5.031,0.607,2.1,NMS,Vonage Holdings Corp.,Vonage Holdings Corp.,America/New_York,EDT,FALSE,-14400000,EQUITY,VG,finmb_838923,us_market,,3.595,,36.723,0.5004678,,0.21,,251855008,,,,2.457,20106009,0.0798,,1609372800,0.96308,-24341000,-0.1,,0.34040964,6.5120063,0.046269998,1672444800,,1625011200,8.17,1630368000,238425695,0.713973,4505234432,2,,,,,,,,3.2097776,1632960000,9.06,,64,,0.096099995,21422514,,,,16.04,16.02,14.365942,,0,,16.14,,966620,16.04,15.830882,,16.02,,966620,,,,,,,15.96,USD,,932984,,,,4022223872,,,1964471,15.96,0,1200,932984,16.65,,,10.13,0,FALSE,,3100,16.14,16,,https://logo.clearbit.com/vonage.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4d6d91b1-797a-3d52-b98d-b63d197959a6,,,,,
45244,Healthcare,750,"Meridian Bioscience, Inc., a life science company, develops, manufactures, distributes, and sells diagnostic test kits primarily for gastrointestinal and respiratory infectious diseases, and elevated blood lead levels worldwide. The company operates through Diagnostics and Life Science segments. The Diagnostics segment offers testing platforms, including real-time PCR amplification under the Revogene brand; isothermal DNA amplification under the Alethia brand; lateral flow immunoassay using fluorescent chemistry under the Curian brand; rapid immunoassay under the ImmunoCard and ImmunoCard STAT! brands; enzyme-linked immunoassays under the PREMIER brand; anodic stripping voltammetry under the LeadCare and PediaStat brands; and urea breath testing for H. pylori under the BreathID brand. This segment also offers gastrointestinal assays, including tests for C. difficile, H. pylori, and certain foodborne pathogens; respiratory illness assays, such as tests Group A strep, mycoplasma pneumonia, influenza, and pertussis; and blood chemistry assays for testing elevated levels of lead in blood. It sells products through direct sales force and independent distributors to acute care hospitals, reference laboratories, outpatient clinics, and physician office laboratories. The Life Science segment offers bulk antigens, antibodies, PCR/qPCR reagents, nucleotides, and bioresearch reagents used by in vitro diagnostic manufacturers, as well as researchers in immunological and molecular tests for human, animal, plant, and environmental applications. The company has a strategic collaboration with DiaSorin Inc. to sell H. pylori tests. Meridian Bioscience, Inc. was incorporated in 1976 and is headquartered in Cincinnati, Ohio.",Cincinnati,513 271 3700,OH,United States,[],http://www.meridianbioscience.com,1,3471 River Hills Drive,513 271 3702,Diagnostics & Research,0.35785,0.23294,0.63594,68682000,-0.251,0.30754998,109447000,25,strong_buy,156248000,38564000,27,18.7,-0.594,5.312,0.13572,3,28.67,17.625,0.2565,34,70012000,56781000,305844992,1.615,USD,7.086,3.059,1.5,NMS,Meridian Bioscience Inc.,"Meridian Bioscience, Inc.",America/New_York,EDT,FALSE,-14400000,EQUITY,VIVO,finmb_287401,us_market,,2.715,,7.588,,,1.16,,43330000,,,,7.142,3395517,0.0783,,1601424000,1.02016,71243000,2,,,2.6183143,0.00543,1664496000,,1625011200,11.67,1628812800,43156481,0.478711,830432768,2,,1179100800,3:02,,,,-0.576,2.6492865,1631664000,0.73,,16.120691,,0.1075,3869683,,,,18.6,18.55,20.101595,0,0,,18.7502,,208820,18.6,19.096176,0,18.55,,208820,,,,1548979200,,,18.46,USD,9.35,133032,,,,810271040,,,311485,18.46,0,800,133032,30.65,,,15.45,0,FALSE,,800,18.7502,18.7,,https://logo.clearbit.com/meridianbioscience.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5022f89f-d234-3772-9bcd-12f8765bcece,,,,,
